gene_symbol,Extl1
gene_accession_id,MGI:1888742
parameter_name,Eosinophil number
parameter_id,MGP_PBI_040_001
mouse_strain,C57BL
pvalue,0.9017857
mouse_life_stage,Early adult
analysis_id,28w458pk2117p3b
