gene_symbol,Hpca
pvalue,0.5552554
gene_accession_id,MGI:1336200
mouse_life_stage,Late adult
parameter_name,Whole arena average speed
mouse_strain,C57BL
parameter_id,IMPC_OFD_009_001
analysis_id,2y33on3o3y5x205
