parameter_name,Center average speed
mouse_strain,C57BL
gene_accession_id,MGI:1913405
parameter_id,HRWLLA_OFD_017_001
analysis_id,bbv66qmdz4q9201
mouse_life_stage,Early adult
gene_symbol,Ufc1
pvalue,0.2195909
