gene_symbol,Zmynd19
mouse_life_stage,Early adult
parameter_id,JAXLA_CSD_007_001
mouse_strain,C57BL
pvalue,0.6249296
parameter_name,Coat - color - abdomen
gene_accession_id,MGI:1914437
analysis_id,612t6q2wj11a53m
