gene_symbol,Ints7
pvalue,0.2436719
mouse_strain,C57BL
parameter_id,ESLIM_011_001_702
mouse_life_stage,E9.5
gene_accession_id,MGI:1924315
analysis_id,yv03vmua664e0ev
parameter_name,Prepulse inhibition - PP2
