gene_symbol,Galnt13
parameter_name,B1B Cells
gene_accession_id,MGI:2139447
parameter_id,IMPC_IMM_064_001
mouse_strain,C57BL
analysis_id,791k48r59kvo9q0
mouse_life_stage,Late adult
pvalue,0.1537268
