gene_symbol,Tnfsf8
mouse_life_stage,Early adult
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
parameter_id,JAXLA_GRS_011_001
analysis_id,p819956n9g77530
gene_accession_id,MGI:88328
pvalue,0.8978158
mouse_strain,C57BL
