gene_symbol,Frmpd1
gene_accession_id,MGI:2446274
mouse_strain,C57BL
analysis_id,z6p0c97t600qvnv
parameter_id,M-G-P_016_001_006
mouse_life_stage,Early adult
parameter_name,Mean-corpuscular-haemoglobin
pvalue,0.7809694
