parameter_name,HDL-cholesterol
gene_accession_id,MGI:1336200
parameter_id,IMPC_CBC_016_001
mouse_strain,C57BL
pvalue,0.8656473
analysis_id,g11jh6o1k868xu7
mouse_life_stage,Late adult
gene_symbol,Hpca
