gene_symbol,Slc30a4
mouse_life_stage,Middle aged adult
analysis_id,93d4f089466q54i
gene_accession_id,MGI:1345282
pvalue,0.6654207
mouse_strain,C57BL
parameter_name,LVIDd
parameter_id,IMPC_ECH_008_001
