gene_symbol,Hpca
analysis_id,0j4t92pdwrioi18
gene_accession_id,MGI:1336200
parameter_id,MGP_IMM_041_001
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
pvalue,0.9276763
parameter_name,Total B cells - % of CD45+
