mouse_strain,129SV
parameter_name,Facial Morphology
gene_symbol,Arpc2
parameter_id,IMPC_GEP_017_001
analysis_id,01l9p55nc8u9p52
mouse_life_stage,Early adult
gene_accession_id,MGI:1923959
pvalue,0.7540334
