pvalue,0.1938309
parameter_id,IMPC_CBC_024_001
mouse_strain,C57BL
gene_symbol,Tiprl
gene_accession_id,MGI:1915087
analysis_id,46c6oiq77w8dce3
parameter_name,UIBC (unsaturated iron binding capacity)
mouse_life_stage,E9.5
