parameter_id,M-G-P_008_001_013
gene_symbol,AU040320
mouse_life_stage,Late adult
parameter_name,Startle Response
analysis_id,ky401p74001m71v
mouse_strain,C57BL
pvalue,0.7117039
gene_accession_id,MGI:2140475
