gene_symbol,Ola1
mouse_life_stage,Early adult
gene_accession_id,MGI:1914309
pvalue,0.9706834
analysis_id,b41z48l3n5b9ae3
mouse_strain,C57BL
parameter_name,Fasted blood glucose concentration
parameter_id,IMPC_IPG_010_001
