parameter_id,JAX_LDT_005_001
mouse_life_stage,E12.5
pvalue,0.8631368
analysis_id,edl9n9r5n71986o
parameter_name,Time mobile dark side
gene_accession_id,MGI:1914071
mouse_strain,C57BL
gene_symbol,Bcs1l
