parameter_id,MGP_CSD_066_001
parameter_name,Snout morphology
gene_symbol,Frmpd1
mouse_life_stage,Late adult
gene_accession_id,MGI:2446274
mouse_strain,C54BL
analysis_id,n8xiuhk3r61wwwq
pvalue,0.4167284
