gene_symbol,Arpc2
pvalue,0.2976183
analysis_id,7v2z25mf1z9f221
mouse_strain,129SV
mouse_life_stage,Early adult
gene_accession_id,MGI:1923959
parameter_name,Corneal opacity
parameter_id,IMPC_EYE_008_001
