parameter_name,Whole arena resting time
parameter_id,JAX_OFD_007_001
analysis_id,00z324ia1d95035
mouse_life_stage,Early adult
gene_symbol,Car13
pvalue,0.5995785
mouse_strain,C57BL
gene_accession_id,MGI:1931322
