gene_symbol,Col6a3
analysis_id,v6555132o3k1336
parameter_id,HRWLLA_FEA_015_001
parameter_name,Cue Baseline % Freezing Time
gene_accession_id,MGI:88461
mouse_strain,C57BL
pvalue,0.3660129
mouse_life_stage,Early adult
