mouse_life_stage,E18.5
mouse_strain,C57BL
parameter_id,M-G-P_009_001_003
gene_symbol,Ola1
pvalue,0.5982915
gene_accession_id,MGI:1914309
analysis_id,9a48lx9a7m4octe
parameter_name,Body weight
