parameter_id,IMPC_EYE_059_001
gene_symbol,Tubb4b
mouse_strain,C57BL
gene_accession_id,MGI:1915472
analysis_id,170j67v124y34tp
mouse_life_stage,Early adult
parameter_name,Mean right eye lens density
pvalue,0.498874
