gene_symbol,Fgb
parameter_id,IMPC_CSD_070_001
gene_accession_id,MGI:99501
pvalue,0.69574
parameter_name,Lower teeth appearance
mouse_life_stage,E12.5
mouse_strain,C57BL
analysis_id,2d438ab8ihxb5gd
