gene_symbol,Lpgat1
parameter_id,IMPC_EYE_059_001
pvalue,0.7001473
parameter_name,Mean right eye lens density
mouse_strain,C57BL
gene_accession_id,MGI:2446186
mouse_life_stage,Early adult
analysis_id,050715a3y2x12x9
