parameter_id,M-G-P_005_001_004
pvalue,0.302905
mouse_life_stage,Early adult
gene_symbol,Npbwr1
parameter_name,Bone Mineral Density (excluding skull)
mouse_strain,C57BL
gene_accession_id,MGI:891989
analysis_id,61e8011mk07vq6f
