parameter_id,IMPC_IMM_005_002
gene_symbol,Lpgat1
pvalue,0.8618056
analysis_id,ayn2rli70q82344
mouse_life_stage,E18.5
parameter_name,NK cells (Panel A) - % of live leukocytes (Panel A)
mouse_strain,C57BL
gene_accession_id,MGI:2446186
