gene_symbol,Hnf4a
parameter_id,IMPC_IMM_025_001
mouse_life_stage,Late adult
analysis_id,kg2z20zcjlj37xi
mouse_strain,C57BL
gene_accession_id,MGI:109128
parameter_name,DN CD25- NKT cells
pvalue,0.1193065
