gene_symbol,Cdin1
parameter_name,Distance travelled - total
gene_accession_id,MGI:3026886
pvalue,0.1632265
mouse_life_stage,Early adult
parameter_id,JAXLA_OFD_020_001
analysis_id,b9r39ujd276dp52
mouse_strain,C57BL
