gene_symbol,Ubxn4
parameter_name,Tremor
gene_accession_id,MGI:1915062
mouse_strain,C57BL
parameter_id,TCPLA_CSD_030_001
pvalue,0.2941685
analysis_id,o8hrjl38d1y0592
mouse_life_stage,Late adult
