mouse_life_stage,Late adult
gene_symbol,Ubxn4
analysis_id,21ea2f40zri3895
mouse_strain,C57BL
parameter_id,HMGULA_CBC_015_001
gene_accession_id,MGI:1915062
pvalue,0.09561987
parameter_name,Total cholesterol
