gene_symbol,Casq1
mouse_life_stage,Early adult
pvalue,0.663275
parameter_id,IMPC_CSD_016_001
gene_accession_id,MGI:1309468
parameter_name,Coat - hair texture / appearance - abdomen
analysis_id,o50640lcb89k314
mouse_strain,C57BL
