gene_symbol,Amigo1
pvalue,0.8392075
mouse_life_stage,Early adult
gene_accession_id,MGI:2653612
parameter_name,Total protein
analysis_id,89s3340pwj35wy0
parameter_id,IMPC_CBC_006_001
mouse_strain,C57BL
