mouse_strain,C57BL
gene_accession_id,MGI:97613
pvalue,0.7017822
gene_symbol,Plcb1
mouse_life_stage,Middle aged adult
parameter_id,IMPC_IMM_069_001
analysis_id,95fsr33940y71qi
parameter_name,Transitional B Cells (CD21/35 low)
