parameter_id,IMPC_HEM_008_001
analysis_id,615uks5q1gv5a88
mouse_life_stage,E12.5
mouse_strain,C57BL
gene_symbol,Wars2
pvalue,0.4434872
parameter_name,Platelet count
gene_accession_id,MGI:1917810
