gene_symbol,Slc39a10
analysis_id,xb0fxa5bl4qcu58
gene_accession_id,MGI:1914515
parameter_name,Mean left eye lens density
pvalue,0.9822852
parameter_id,IMPC_EYE_056_001
mouse_strain,C57BL
mouse_life_stage,Early adult
