mouse_life_stage,Late adult
gene_accession_id,MGI:1915062
gene_symbol,Ubxn4
parameter_id,MGP_IMM_026_001
mouse_strain,C57BL
pvalue,0.5549475
analysis_id,hi0tzmf0csls1w0
parameter_name,Effector CD4- NKT cells - % of CD4- NKT cells
