gene_symbol,Dmap1
mouse_life_stage,E9.5
gene_accession_id,MGI:1913483
analysis_id,410i324kg5wdc68
parameter_id,JAXLA_DXA_007_001
mouse_strain,C57BL
parameter_name,BMC/Body weight
pvalue,0.2515491
