parameter_id,HMGULA_CBC_009_001
gene_symbol,Steap3
parameter_name,Calcium
pvalue,0.1449922
analysis_id,23h54z5q5b4u529
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1915678
