gene_symbol,Ivd
mouse_strain,C57BL
parameter_name,Total holepokes
parameter_id,JAXLA_HBD_001_001
analysis_id,n1ms1v70rhwp2lr
pvalue,0.8082333
mouse_life_stage,Early adult
gene_accession_id,MGI:1929242
