gene_symbol,Zmynd8
mouse_life_stage,Early adult
mouse_strain,129SV
pvalue,0.3497242
analysis_id,72tza2jf96s277a
gene_accession_id,MGI:1918025
parameter_id,IMPC_HEM_031_001
parameter_name,Lymphocyte differential count
