gene_symbol,Dmap1
gene_accession_id,MGI:1913483
pvalue,0.3184095
mouse_life_stage,Early adult
parameter_id,IMPC_OFD_021_001
analysis_id,5f9x0ve8249lc46
mouse_strain,C57BL
parameter_name,Number of rears - total
