parameter_id,IMPC_DXA_007_001
parameter_name,BMC/Body weight
analysis_id,2hc2s8qg9m96z25
gene_symbol,Cdin1
gene_accession_id,MGI:3026886
pvalue,0.701307
mouse_life_stage,Early adult
mouse_strain,C57BL
