mouse_strain,C57BL
parameter_name,DN NKT cells
pvalue,0.2279889
mouse_life_stage,E9.5
analysis_id,5szo8gm62f5x2zw
parameter_id,IMPC_IMM_013_001
gene_symbol,Cdin1
gene_accession_id,MGI:3026886
