gene_symbol,Mapkap1
gene_accession_id,MGI:2444554
analysis_id,lg0g9575p8130bj
parameter_id,ESLIM_011_001_703
parameter_name,Prepulse inhibition - PP3
pvalue,0.5424664
mouse_life_stage,Early adult
mouse_strain,C57BL
