parameter_id,IMPC_EYE_008_001
analysis_id,19818q6w4008968
mouse_life_stage,Early adult
gene_symbol,Zc2hc1a
parameter_name,Corneal opacity
mouse_strain,C57BL
gene_accession_id,MGI:1914556
pvalue,0.6645141
