parameter_id,HRWLLA_OFD_011_001
mouse_life_stage,Late adult
gene_accession_id,MGI:2446186
mouse_strain,C57BL
parameter_name,Periphery resting time
analysis_id,3000o847nuwocsk
gene_symbol,Lpgat1
pvalue,0.7201806
