parameter_name,Startle response
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,ESLIM_008_001_013
gene_accession_id,MGI:1922745
analysis_id,464127j0s24l03y
gene_symbol,Morn5
pvalue,0.9418928
