mouse_life_stage,E9.5
gene_symbol,Dmap1
pvalue,0.9318078
mouse_strain,C57BL
parameter_id,JAXLA_CSD_039_001
analysis_id,l72317tkad0nd19
parameter_name,Limb grasp
gene_accession_id,MGI:1913483
