gene_symbol,Zyg11b
mouse_life_stage,Early adult
parameter_name,Zygomatic bone
analysis_id,5hcwege900978q7
pvalue,0.3214938
gene_accession_id,MGI:2685277
parameter_id,IMPC_XRY_002_001
mouse_strain,C57BL
