gene_symbol,Atf3
mouse_life_stage,Early adult
pvalue,0.9371973
analysis_id,rlmct27v7536o4z
gene_accession_id,MGI:109384
parameter_id,IMPC_HEM_031_001
mouse_strain,C57BL
parameter_name,Lymphocyte differential count
