parameter_id,IMPC_GEO_064_001
gene_symbol,Clvs1
pvalue,0.230209
gene_accession_id,MGI:1921688
mouse_life_stage,Early adult
parameter_name,Edema
analysis_id,z305db307q3g8ke
mouse_strain,C57BL
