gene_symbol,Cldn19
pvalue,0.7518715
analysis_id,55xvrc548px3274
parameter_id,IMPC_GEL_060_001
mouse_strain,C57BL
gene_accession_id,MGI:3033992
parameter_name,Neural tube morphology
mouse_life_stage,Early adult
