parameter_id,MGP_CSD_025_001
analysis_id,zox3jl64p6xiuy1
mouse_life_stage,E12.5
pvalue,0.7105879
gene_accession_id,MGI:1917810
mouse_strain,C57BL
parameter_name,Ventral coat/hair presence
gene_symbol,Wars2
