mouse_life_stage,Late adult
mouse_strain,C57BL
pvalue,0.7939344
analysis_id,004qlux745id66m
parameter_name,Eosinophils - % of CD45+
gene_symbol,Lpgat1
parameter_id,MGP_IMM_125_001
gene_accession_id,MGI:2446186
