parameter_name,Fat/Body weight
mouse_life_stage,E9.5
pvalue,0.4679762
parameter_id,IMPC_DXA_009_001
gene_symbol,Eprs1
analysis_id,t5110tv4ua6547q
gene_accession_id,MGI:97838
mouse_strain,C57BL
