gene_symbol,Ola1
parameter_name,Total holepokes
mouse_life_stage,E18.5
pvalue,0.7386655
parameter_id,JAXLA_HBD_001_001
analysis_id,jb7f0nx79u9s465
mouse_strain,C57BL
gene_accession_id,MGI:1914309
