mouse_life_stage,E12.5
parameter_id,IMPC_IMM_005_002
gene_symbol,Mapkap1
analysis_id,6j159js5k8sc9gg
pvalue,0.829668
gene_accession_id,MGI:2444554
parameter_name,NK cells (Panel A) - % of live leukocytes (Panel A)
mouse_strain,C57BL
