parameter_id,IMPC_CBC_054_001
gene_accession_id,MGI:1924315
pvalue,0.8625701
parameter_name,Magnesium
mouse_strain,C57BL
mouse_life_stage,E9.5
gene_symbol,Ints7
analysis_id,yz00473j62736dr
