gene_symbol,Rab13
parameter_name,Monocytes
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.5594862
analysis_id,wl51t5eo59a1967
gene_accession_id,MGI:1927232
parameter_id,IMPC_IMM_051_001
