gene_symbol,Ubxn4
analysis_id,212clw486sym95z
gene_accession_id,MGI:1915062
pvalue,0.7485321
mouse_strain,C57BL
parameter_id,MGP_IMM_073_001
mouse_life_stage,Late adult
parameter_name,Effector CD4+ T helper cells - % of CD45+
