parameter_id,MGP_IMM_017_001
mouse_life_stage,Early adult
gene_symbol,Kcng1
gene_accession_id,MGI:3616086
analysis_id,jugl3629665y9ph
parameter_name,KLRG1+ CD8+ T cells - % of CD8+
pvalue,0.4650735
mouse_strain,C57BL
