Pvalue,0.1924489
gene_symbol,Tnni1
Mouse_strain,C57BL
analysis_id,8f50zcs53v034jg
parameter_id,MGP_IMM_014_001
mouse_life_stage,Early adult
parameter_name,Effector CD8+ T cells - % of CD8+
gene_accession_id,MGI:105073
