mouse_life_stage,Middle aged adult
gene_symbol,Slc30a4
parameter_id,JAXLA_CSD_022_001
parameter_name,Hindlimbs - size
pvalue,0.5335142
mouse_strain,C57BL
gene_accession_id,MGI:1345282
analysis_id,h445i07hknn44g2
