gene_symbol,Bcs1l
parameter_id,JAXLA_ECG_002_001
gene_accession_id,MGI:1914071
parameter_name,HR
analysis_id,uix274jeow1481n
mouse_strain,C57BL
mouse_life_stage,E9.5
pvalue,0.07481292
